Zona ,Nome,População,Escolares,Empregos,Área (ha),Per Capita,cluster
244,Vila Heliópolis,0.3320913747086687,0.0599599981651124,0.1032500043603663,0.008269835118364,0.1878443089958283,1
245,São João Clímaco,0.1310744249366885,0.0298104771112378,0.0666120993155994,0.0070386488067687,0.2511237466099219,3
246,Anchieta,0.1597614149318266,0.2290162584589503,0.0712453152101452,0.0077110768759695,0.2520230477496915,24
247,Vila das Mercês,0.5264244038700097,0.3010198933222445,0.2083365480794395,0.0166576026820395,0.2543702043439451,2
248,Parque do Estado,0.0,0.0,0.0211041061383778,0.0158217742368047,0.0,37
249,Água Funda,0.249532326224733,0.0827581023200086,0.1452981478470337,0.0098146791083028,0.1722633229342083,1
250,Jardim da Saúde,0.1022274755608654,0.0598480604914545,0.1296552248657229,0.0064983619112302,0.3294351325042785,28
251,Vila Gumercindo,0.1299710730352903,0.1361104497421173,0.1153238006796317,0.0048732386061095,0.3037708783037251,28
252,Jardim Previdência,0.1198703625109139,0.067424497974423,0.1154022321731383,0.005889873119608,0.2109395525347571,3
253,Tamanduateí,0.0270133374304134,0.0039904779779114,0.0688286570925401,0.0040136105408872,0.1426611822278586,7
254,Orfanato,0.1816205085639959,0.4719750886537664,0.2188878216132033,0.0125839602638702,0.3562721129017834,20
255,Vila Zelina,0.3491319361308478,0.2256815008261667,0.20803035647279,0.0175101263830864,0.226134293470064,12
256,Linhas Corrente,0.157075019086938,0.0786235218763001,0.0937136464887101,0.0089447497150261,0.1803786802345703,3
257,Vila Ema,0.2351673967886384,0.1069917891391813,0.0806894177522092,0.00949214097474,0.200035852454796,1
258,Parque São Lucas,0.3697277449745694,0.1879089880071816,0.1582092023666225,0.0159734524119494,0.1756587502988279,12
259,Vila Cardoso Franco,0.2022482702759056,0.0784826088609807,0.1064654719418082,0.0058213160053154,0.1589544568241606,3
260,Parque Santa Madalena,0.2453214431712698,0.1080910729661391,0.0881131642180682,0.0072766450066443,0.1631282883544448,1
261,Jardim Colorado,0.3001742847964998,0.1249139312342117,0.1189436459633186,0.0113762183540538,0.2023334350097983,1
262,Teotônio Vilela,0.4540353049933812,0.1813185242862821,0.1909284423105845,0.012302272224316,0.1633697335787938,12
263,Fazenda da Juta,0.3369311643267765,0.2566854228996804,0.152134426830397,0.0117069265064182,0.1462410441604152,12
264,São Mateus,0.3568446898321848,0.1745426811610693,0.2151339670736323,0.0151887753887774,0.1973567529430173,12
265,Cidade IV Centenário,0.2358443494094665,0.3165827636174308,0.1569280085634448,0.0118138471872578,0.1938258175206838,22
266,Rio Claro,0.099988821643806,0.070521662532166,0.063386548280246,0.007756544806692,0.1587294139701627,3
267,Cidade Satélite,0.1343684647402105,0.1678227848687286,0.1014378579459739,0.0106735967371076,0.2143754299278587,3
268,Joaquim Nabuco,0.0744892361196105,0.0493136976384493,0.1095259466025078,0.007048950134823,0.6244357439152062,21
269,Vieira de Moraes,0.1143803071207383,0.0434624052167925,0.1816427451495139,0.0060841774798049,0.6190080148089171,35
270,Campo Belo,0.0495386728901763,0.030877085629313,0.0971064027804851,0.0049222587189197,0.4650482831277404,0
271,Congonhas,0.0,0.00244380875012,0.1328758379512422,0.0063733251017433,0.0,37
272,Jardim Aeroporto,0.1039704631441784,0.0625367603601484,0.1289338545541745,0.0070528575351195,0.3139351590518946,28
273,Vila Santa Catarina,0.327677935589536,0.1358265580906121,0.267983028603165,0.0115698122778332,0.2849932522918482,16
274,Jabaquara,0.1909589388238126,0.2035018060373727,0.3403456053517519,0.0102558601235946,0.3613857086804239,33
275,Cidade Vargas,0.203820671662301,0.2229358579993083,0.241361550431748,0.0123420566636982,0.4201698102762765,13
276,Jardim Bom Clima,0.4936010462910877,0.2170206880274359,0.2314981314916059,0.015839890365452,0.2302969700521969,12
277,Cupecê,0.316889741811085,0.3289524806454088,0.2601813103546473,0.014808691905394,0.2542104708337986,11
278,Jardim Miriam,0.7400364892601669,0.3964273167693076,0.2144284507972774,0.0182560846215025,0.1622063528575077,31
279,Vila Missionária,0.4450805547002809,0.1517599153397701,0.1765494515369262,0.0104931458870526,0.1421977387550013,12
280,Jurubatuba,0.1072112092025683,0.1978360188734153,0.2787687195235832,0.01714247553701,0.3734119072964648,13
281,Vila São Pedro,0.2186545274567238,0.1675644755376942,0.1926946774114758,0.0111034107697187,0.475375092905949,13
282,Campo Grande,0.180106677927012,0.1766679016469076,0.2256725572193825,0.0096747231340476,0.2290252322868325,16
283,Vila Sabará,0.0569476339284498,0.0118458959365954,0.0365102874459673,0.0083319983048987,0.2778937975785095,27
284,Mar Paulista,0.2718444092765844,0.2465012076527847,0.1288256102667002,0.0194894022423504,0.2001426055268369,24
285,Pedreira,0.5664911535079021,0.341476052471762,0.2710332559014914,0.0462739208382013,0.1513569902058586,2
286,Vila Socorro,0.0486059026729782,0.0872179800184038,0.1914164424397217,0.010417129190376,0.2881676310075851,28
287,Parque Interlagos,0.145391284600671,0.1347144483676516,0.1457980017496667,0.0332363469217322,0.3495185651804207,28
288,Jardim Represa,0.1163577739386813,0.2292465112197713,0.087585457675802,0.0278395166758964,0.1812524972300509,3
289,Rio Bonito,0.2534446246844213,0.2166728215019842,0.2084795675787883,0.0176124292272121,0.235315571082915,24
290,SESC Interlagos,0.2988363824557434,0.157631717787965,0.0961515623904006,0.0261611106394602,0.1687667472751442,1
291,Jardim Presidente,0.4040755339312494,0.3682011729466515,0.1788389589474135,0.0270868092915137,0.2085382308766971,11
292,Vila Natal,0.3498355014796591,0.2445603406484282,0.1053709693382488,0.0147447526278155,0.1500131181531512,12
293,Grajaú,0.4585605210708243,0.3555010960199051,0.268990408192121,0.0192066485481699,0.1723556351304337,11
294,Cocaia,0.6048526692728723,0.4867512328364003,0.1490445109600254,0.0388370724194018,0.1350651988582117,31
295,Belmira Marin,0.6085996540608936,0.4745331265818505,0.1938248280567165,0.043934453715245,0.1704716491050198,31
296,Bororé,0.0221095759134927,0.0370777949428058,0.0158094284890501,0.2128666429144091,0.1188387360323282,17
297,Jaceguava,0.0154948284194817,0.0062856539082978,0.0079026175856514,0.1247771449762732,0.2838371048490663,27
298,Parelheiros,0.776329821858185,0.7498664797765996,0.2738266959495774,0.4144359259171112,0.1363904889093976,6
299,Marsilac,0.0445762660209301,0.0155206997247085,0.0216327661727934,0.7387103660843337,0.1525124560057966,26
